Fl_insurance ,,,,,,,,,,,,,,
,,,EA,HU,FL,FR,2011,2012,EQ,HU,FL,FR,LATI,LONGI
816548,FL,SEMINOLE COUNTY,0,791937,0,791937,791937,900527.4,0,0,0,0,28.739056,-81.115242
255186,FL,LAKE COUNTY,0,2209773.69,0,0,2209773.69,2030450.55,0,0,0,0,28.876366,-81.735718
891174,FL,LAKE COUNTY,517925.7,517925.7,0,0,517925.7,578426.67,0,0,0,0,28.857368,-81.652924
764421,FL,LAKE COUNTY,0,2218779,0,2218779,2218779,1981369.65,0,0,0,0,28.858273,-81.646149
212589,FL,LAKE COUNTY,0,1876909.5,0,1876909.5,1876909.5,2030271.78,0,0,0,0,28.858273,-81.646149
501355,FL,LAKE COUNTY,0,56113.2,0,0,56113.2,68133.76,0,0,0,0,28.9069,-81.54699
967607,FL,LAKE COUNTY,0,90000,0,90000,90000,86365.44,0,1800,0,0,28.88353,-81.548965
298040,FL,LAKE COUNTY,0,630000,0,630000,630000,501889.5,0,12600,0,0,28.88353,-81.548965
331224,FL,LAKE COUNTY,0,270000,0,270000,270000,421848,0,5400,0,0,28.88353,-81.548965
395689,FL,VOLUSIA COUNTY,0,11880000,0,0,11880000,18360000,0,0,0,0,28.924849,-81.189835
626320,FL,VOLUSIA COUNTY,328500,328500,328500,328500,328500,314808.12,0,16425,0,0,28.87037,-81.16393
517850,FL,VOLUSIA COUNTY,0,3404511,0,0,3404511,5833970.05,0,0,0,0,28.93396,-81.18827
602231,FL,VOLUSIA COUNTY,0,111699,0,0,111699,135352.38,0,0,0,0,28.93396,-81.18827
528973,FL,VOLUSIA COUNTY,0,24750,0,0,24750,40695.93,0,1237.5,0,0,28.93396,-81.18827
661379,FL,VOLUSIA COUNTY,0,778113,0,0,778113,1154578.08,0,0,0,0,28.891315,-81.174149
510961,FL,VOLUSIA COUNTY,0,3283641,0,0,3283641,3507874.28,0,0,0,0,28.891315,-81.174149
293174,FL,VOLUSIA COUNTY,0,3438783,0,0,3438783,3979015.81,0,0,0,0,28.891315,-81.174149
241412,FL,VOLUSIA COUNTY,0,830538,0,0,830538,619177.71,0,41526.9,0,0,28.891315,-81.174149
842297,FL,VOLUSIA COUNTY,0,1449000,0,0,1449000,1813777.06,0,72450,0,0,28.891315,-81.174149
775327,FL,VOLUSIA COUNTY,0,4518675,0,0,4518675,4549130.87,0,0,0,0,28.88689,-81.16217
967123,FL,VOLUSIA COUNTY,0,3342546,0,0,3342546,5277846.71,0,167127.3,0,0,28.88689,-81.16217
527311,FL,VOLUSIA COUNTY,0,4389390,0,0,4389390,4339456.3,0,219469.5,0,0,28.88689,-81.16217
483107,FL,VOLUSIA COUNTY,0,1931850,0,0,1931850,2601688.08,0,96592.5,0,0,28.88689,-81.16217
449978,FL,VOLUSIA COUNTY,0,2437191,0,0,2437191,1690191.96,0,0,0,0,28.895945,-81.162437
896552,FL,VOLUSIA COUNTY,0,72000,0,0,72000,74027.52,0,3600,0,0,28.895945,-81.162437
920389,FL,VOLUSIA COUNTY,0,3446091,0,0,3446091,2958469.12,0,0,0,0,28.88096,-81.1755
647733,FL,VOLUSIA COUNTY,0,849618,0,0,849618,1012574.73,0,42480.9,0,0,28.918785,-81.22387
605217,FL,VOLUSIA COUNTY,0,393678,0,0,393678,681220.41,0,19683.9,0,0,28.918785,-81.22387
293281,FL,VOLUSIA COUNTY,0,22333.05,0,0,22333.05,28437.52,0,0,0,0,28.87978,-81.17484
400331,FL,VOLUSIA COUNTY,0,915893.04,0,0,915893.04,693853.09,0,0,0,0,28.87086,-81.16947
127276,FL,VOLUSIA COUNTY,0,4040.15,0,0,4040.15,4437.03,0,0,0,0,28.92339,-81.19079
947492,FL,VOLUSIA COUNTY,0,17731.77,0,0,17731.77,23297.15,0,0,0,0,28.9418,-81.17974
514143,FL,VOLUSIA COUNTY,0,31311.16,0,0,31311.16,30368.79,0,0,0,0,28.9418,-81.17974
979112,FL,VOLUSIA COUNTY,0,23006.41,0,0,23006.41,20745.8,0,0,0,0,28.93112,-81.18786
140442,FL,VOLUSIA COUNTY,0,23118.64,0,0,23118.64,24991.25,0,0,0,0,28.93112,-81.18786
916108,FL,VOLUSIA COUNTY,0,17844,0,0,17844,24319.58,0,0,0,0,28.93112,-81.18786
203143,FL,VOLUSIA COUNTY,0,121990.09,0,0,121990.09,102206.22,0,0,0,0,28.93112,-81.18786
813448,FL,VOLUSIA COUNTY,0,893883.2,0,0,893883.2,1004395.77,0,0,0,0,28.90658,-81.21825
545946,FL,VOLUSIA COUNTY,0,1040338.64,0,0,1040338.64,941178.77,0,0,0,0,28.90658,-81.21825
623239,FL,VOLUSIA COUNTY,0,43768.29,0,0,43768.29,48697.3,0,0,0,0,28.93781,-81.17979
856786,FL,VOLUSIA COUNTY,0,28168.82,0,0,28168.82,28664.6,0,0,0,0,28.87086,-81.16947
864986,FL,VOLUSIA COUNTY,0,25475.39,0,0,25475.39,33554.15,0,0,0,0,28.86614,-81.17827
783495,FL,VOLUSIA COUNTY,0,441947.53,0,0,441947.53,681194.05,0,0,0,0,28.941963,-81.181419
575748,FL,VOLUSIA COUNTY,0,35239.09,0,0,35239.09,24764.55,0,0,0,0,28.941963,-81.181419
137274,FL,VOLUSIA COUNTY,0,45184.59,0,0,45184.59,74732.15,0,0,0,0,28.92358,-81.18947
307837,FL,VOLUSIA COUNTY,0,155321.33,0,0,155321.33,169756.27,0,0,0,0,28.877321,-81.178658
415003,FL,VOLUSIA COUNTY,0,182367.89,0,0,182367.89,136882.78,0,0,0,0,28.877321,-81.178658
124570,FL,VOLUSIA COUNTY,0,6845.81,0,0,6845.81,5995.37,0,0,0,0,28.877321,-81.178658
883195,FL,VOLUSIA COUNTY,0,42646.03,0,0,42646.03,36200,0,0,0,0,28.882833,-81.202713
523950,FL,VOLUSIA COUNTY,0,19190.71,0,0,19190.71,17421.1,0,0,0,0,28.882833,-81.202713
248273,FL,VOLUSIA COUNTY,0,3254.57,0,0,3254.57,3939.27,0,0,0,0,28.959833,-81.188538
378198,FL,VOLUSIA COUNTY,0,3254.57,0,0,3254.57,3984.56,0,0,0,0,28.942648,-81.199615
729623,FL,VOLUSIA COUNTY,0,56904.39,0,0,56904.39,69519.87,0,0,0,0,28.93112,-81.18786
497108,FL,VOLUSIA COUNTY,150750,150750,150750,150750,150750,139847.01,0,0,0,0,28.982019,-81.232079
680585,FL,VOLUSIA COUNTY,0,57343.21,0,0,57343.21,93628.04,0,0,0,0,28.97806,-81.23259
345374,FL,VOLUSIA COUNTY,0,22074.55,0,0,22074.55,19960.56,0,0,0,0,28.970119,-81.23381
418995,FL,VOLUSIA COUNTY,0,23963.6,0,0,23963.6,26085.43,0,0,0,0,28.970119,-81.23381
119373,FL,VOLUSIA COUNTY,0,104725.11,0,0,104725.11,115503.42,0,0,0,0,28.97806,-81.23259
604444,FL,VOLUSIA COUNTY,0,62835.07,0,0,62835.07,77211.73,0,0,0,0,28.97806,-81.23259
309039,FL,VOLUSIA COUNTY,0,1119.79,0,0,1119.79,1190.41,0,0,0,0,28.97748,-81.232725
380341,FL,VOLUSIA COUNTY,0,42844.3,0,0,42844.3,56277.36,0,0,0,0,28.9849,-81.225555
163451,FL,VOLUSIA COUNTY,0,1674.82,0,0,1674.82,2577.75,0,0,0,0,28.97544,-81.22822
115896,FL,VOLUSIA COUNTY,0,82767.41,0,0,82767.41,65725.1,0,0,0,0,28.980715,-81.22966
340233,FL,VOLUSIA COUNTY,0,400204.75,0,0,400204.75,480238.1,0,0,0,0,28.97716,-81.233
511210,FL,VOLUSIA COUNTY,0,15433.69,0,0,15433.69,13133.85,0,0,0,0,28.980715,-81.22966
407381,FL,VOLUSIA COUNTY,0,7303.01,0,0,7303.01,9768.85,0,0,0,0,28.97716,-81.233
804005,FL,VOLUSIA COUNTY,0,28325.93,0,0,28325.93,29062.4,0,0,0,0,28.980715,-81.22966
765808,FL,VOLUSIA COUNTY,0,151712.66,0,0,151712.66,140203.73,0,0,0,0,28.980715,-81.22966
458119,FL,VOLUSIA COUNTY,0,1606.66,0,0,1606.66,2323.06,0,0,0,0,28.97748,-81.232725
360091,FL,VOLUSIA COUNTY,0,856.89,0,0,856.89,1170.85,0,0,0,0,28.97748,-81.232725
417359,FL,VOLUSIA COUNTY,0,408.97,0,0,408.97,381.03,0,0,0,0,28.97748,-81.232725
549898,FL,VOLUSIA COUNTY,0,1158.74,0,0,1158.74,1411.89,0,0,0,0,28.970119,-81.23381
993018,FL,VOLUSIA COUNTY,0,788.72,0,0,788.72,836.68,0,0,0,0,28.970119,-81.23381
432060,FL,VOLUSIA COUNTY,0,1025.34,0,0,1025.34,1656.97,0,0,0,0,28.97833,-81.23067
988990,FL,VOLUSIA COUNTY,0,535.55,0,0,535.55,797.52,0,0,0,0,28.97833,-81.23067
809577,FL,VOLUSIA COUNTY,0,1119.79,0,0,1119.79,1382.6,0,0,0,0,28.97833,-81.23067
853211,FL,VOLUSIA COUNTY,0,4109.16,0,0,4109.16,5550.03,0,0,0,0,28.97833,-81.23067
532102,FL,VOLUSIA COUNTY,0,24343.35,0,0,24343.35,26633.24,0,0,0,0,28.97833,-81.23067
806139,FL,VOLUSIA COUNTY,0,2882.25,0,0,2882.25,2668.86,0,0,0,0,28.97833,-81.23067
428712,FL,VOLUSIA COUNTY,0,149993.04,0,0,149993.04,138375.33,0,0,0,0,28.97833,-81.23067
600765,FL,VOLUSIA COUNTY,0,44029.34,0,0,44029.34,39693.77,0,0,0,0,28.97833,-81.23067
243050,FL,VOLUSIA COUNTY,0,443351.89,0,0,443351.89,403288.84,0,0,0,0,28.97833,-81.23067
106813,FL,VOLUSIA COUNTY,0,50634.18,0,0,50634.18,78719.24,0,0,0,0,28.97544,-81.22822
155276,FL,VOLUSIA COUNTY,0,28082.49,0,0,28082.49,32742.62,0,0,0,0,28.98062,-81.23122
348028,FL,VOLUSIA COUNTY,0,1316488.63,0,0,1316488.63,1048346.22,0,0,0,0,28.98062,-81.23122
239098,FL,VOLUSIA COUNTY,0,3125.69,0,0,3125.69,3317.42,0,0,0,0,28.98705,-81.23361
542061,FL,VOLUSIA COUNTY,0,25239.19,0,0,25239.19,28658.39,0,0,0,0,28.995756,-81.234848
694722,FL,VOLUSIA COUNTY,0,2971215,0,0,2971215,3984755.86,0,0,0,0,28.97201,-81.22644
334023,FL,VOLUSIA COUNTY,0,221517,0,0,221517,334577.5,0,0,0,0,28.97201,-81.22644
940827,FL,VOLUSIA COUNTY,0,3571473.58,0,0,3571473.58,4701916.4,0,0,0,0,28.98517,-81.24081
887560,FL,SEMINOLE COUNTY,0,1319408.18,0,0,1319408.18,1893614.63,0,0,0,0,28.734335,-81.34087
293561,FL,SEMINOLE COUNTY,0,89946.29,0,0,89946.29,116259.54,0,0,0,0,28.76769,-81.38341
511700,FL,SEMINOLE COUNTY,0,175507.59,0,0,175507.59,148681.6,0,0,0,0,28.734335,-81.34087
754963,FL,SEMINOLE COUNTY,0,99813.13,0,0,99813.13,99783.39,0,0,0,0,28.734335,-81.34087
266568,FL,SEMINOLE COUNTY,0,21058.4,0,0,21058.4,29455.23,0,0,0,0,28.780869,-81.357613
207674,FL,SEMINOLE COUNTY,0,85960.56,0,0,85960.56,88348.2,0,0,0,0,28.780869,-81.357613
864396,FL,SEMINOLE COUNTY,0,611711.13,0,0,611711.13,647236.87,0,0,0,0,28.734335,-81.34087
950846,FL,SEMINOLE COUNTY,0,150810.29,0,0,150810.29,227223.46,0,0,0,0,28.734335,-81.34087
210918,FL,SEMINOLE COUNTY,0,611711.13,0,0,611711.13,556485.85,0,0,0,0,28.734335,-81.34087
730888,FL,SEMINOLE COUNTY,0,435896.44,0,0,435896.44,472677.38,0,0,0,0,28.734335,-81.34087
622614,FL,SEMINOLE COUNTY,0,14616.68,0,0,14616.68,24592.03,0,0,0,0,28.76769,-81.38341
888373,FL,SEMINOLE COUNTY,0,35095.79,0,0,35095.79,43601.61,0,0,0,0,28.76769,-81.38341
706188,FL,SEMINOLE COUNTY,0,958696.01,0,0,958696.01,775401,0,0,0,0,28.7628,-81.3476
743318,FL,SEMINOLE COUNTY,0,7201.42,0,0,7201.42,6236.59,0,0,0,0,28.74021,-81.34773
137430,FL,SEMINOLE COUNTY,0,19037.84,0,0,19037.84,15235.6,0,0,0,0,28.74021,-81.34773
222214,FL,SEMINOLE COUNTY,0,17030.38,0,0,17030.38,20553.35,0,0,0,0,28.7628,-81.3476
116373,FL,SEMINOLE COUNTY,0,1078920,0,1078920,1078920,1541286.85,0,0,0,0,28.76496,-81.35001
727787,FL,SEMINOLE COUNTY,0,5670000,0,5670000,5670000,5779385.64,0,283500,0,0,28.7581,-81.35001
752275,FL,SEMINOLE COUNTY,1873800,1873800,1873800,1873800,1873800,2507474.19,0,0,0,0,28.77044,-81.32156
707335,FL,SEMINOLE COUNTY,45000,45000,45000,45000,45000,63107.1,0,0,0,0,28.77044,-81.32156
452968,FL,SEMINOLE COUNTY,0,900,0,900,900,881.28,0,0,0,0,28.77379,-81.36233
559984,FL,SEMINOLE COUNTY,0,122134.28,0,0,122134.28,191068.81,0,0,0,0,28.74773,-81.36286
715867,FL,SEMINOLE COUNTY,0,102583.79,0,0,102583.79,95870.71,0,0,0,0,28.74773,-81.36286
711539,FL,SEMINOLE COUNTY,838235.7,838235.7,838235.7,838235.7,838235.7,611930.5,0,0,0,0,28.756269,-81.34964
550965,FL,SEMINOLE COUNTY,0,18810000,0,0,18810000,23490000,0,0,0,0,28.7576,-81.35656
524379,FL,SEMINOLE COUNTY,0,42390000,0,42390000,42390000,34290000,0,0,0,0,28.74144,-81.3568
987572,FL,SEMINOLE COUNTY,319712.4,319712.4,0,0,319712.4,380338.18,0,0,0,0,28.757299,-81.348297
491880,FL,SEMINOLE COUNTY,808934.4,808934.4,0,0,808934.4,1213280.26,0,0,0,0,28.774,-81.34814
246956,FL,SEMINOLE COUNTY,0,19800,0,0,19800,31077.45,0,0,0,0,28.772638,-81.366056
669400,FL,SEMINOLE COUNTY,0,934869.6,0,0,934869.6,843375.78,0,0,0,0,28.773313,-81.364725
511386,FL,SEMINOLE COUNTY,0,727120.8,0,0,727120.8,719849.59,0,0,0,0,28.772053,-81.366699
621385,FL,SEMINOLE COUNTY,0,727120.8,0,0,727120.8,775081.69,0,0,0,0,28.771965,-81.36673
277138,FL,SEMINOLE COUNTY,0,565538.4,0,0,565538.4,692566.81,0,0,0,0,28.771875,-81.366707
266167,FL,SEMINOLE COUNTY,0,727120.8,0,0,727120.8,1113965.06,0,0,0,0,28.77195,-81.366629
868307,FL,SEMINOLE COUNTY,0,727120.8,0,0,727120.8,1242294.61,0,0,0,0,28.77108,-81.3668
410566,FL,SEMINOLE COUNTY,0,934869.6,0,0,934869.6,1388000.9,0,0,0,0,28.772213,-81.365875
976742,FL,SEMINOLE COUNTY,0,565538.4,0,0,565538.4,543086.53,0,0,0,0,28.772013,-81.365784
774540,FL,SEMINOLE COUNTY,0,1255824,0,0,1255824,1755019.06,0,0,0,0,28.791345,-81.3611
492709,FL,SEMINOLE COUNTY,0,1255824,0,0,1255824,1569521.3,0,0,0,0,28.791345,-81.3611
926868,FL,SEMINOLE COUNTY,0,732564,0,0,732564,518193.8,0,0,0,0,28.791345,-81.3611
105173,FL,SEMINOLE COUNTY,0,1255824,0,0,1255824,1694106.58,0,0,0,0,28.791345,-81.3611
380185,FL,SEMINOLE COUNTY,0,732564,0,0,732564,1087422.4,0,0,0,0,28.791345,-81.3611
525920,FL,SEMINOLE COUNTY,0,1255824,0,0,1255824,1550550.82,0,0,0,0,28.790545,-81.361405
506760,FL,SEMINOLE COUNTY,0,1255824,0,0,1255824,1099499.03,0,0,0,0,28.790545,-81.361405
585284,FL,SEMINOLE COUNTY,0,1255824,0,0,1255824,1666428.22,0,0,0,0,28.790545,-81.361405
198801,FL,SEMINOLE COUNTY,0,1856160,0,0,1856160,1798619.04,0,0,0,0,28.78848,-81.354475
541921,FL,SEMINOLE COUNTY,438300,438300,438300,438300,438300,339412.51,8766,21915,0,0,28.75666,-81.32503
761227,FL,SEMINOLE COUNTY,1128600,1128600,1128600,1128600,1128600,1016738.81,22572,56430,0,0,28.756269,-81.34964
519023,FL,SEMINOLE COUNTY,0,2780975.85,0,0,2780975.85,3973569.53,0,0,0,0,28.75556,-81.34782
941302,FL,SEMINOLE COUNTY,0,1415194.49,0,0,1415194.49,1727952.47,0,0,0,0,28.789061,-81.352997
903568,FL,SEMINOLE COUNTY,0,694836.47,0,0,694836.47,583662.63,0,0,0,0,28.752138,-81.369263
228432,FL,SEMINOLE COUNTY,0,615141.68,0,0,615141.68,1020682.44,0,0,0,0,28.763519,-81.363777
717110,FL,SEMINOLE COUNTY,0,1581372,0,1581372,1581372,1719054.15,0,0,0,0,28.744856,-81.339577
870830,FL,SEMINOLE COUNTY,0,1468377,0,1468377,1468377,1283919.48,0,0,0,0,28.744856,-81.339577
721848,FL,SEMINOLE COUNTY,0,2079247.5,0,2079247.5,2079247.5,3110421.19,0,0,0,0,28.744856,-81.339577
924480,FL,SEMINOLE COUNTY,0,1516086,0,1516086,1516086,2486186.98,0,0,0,0,28.744856,-81.339577
825289,FL,SEMINOLE COUNTY,0,3002598,0,3002598,3002598,4740063.34,0,0,0,0,28.744856,-81.339577
517037,FL,SEMINOLE COUNTY,0,318285,0,318285,318285,390197.68,0,6365.7,0,0,28.744856,-81.339577
283436,FL,SEMINOLE COUNTY,0,50589,0,50589,50589,71320.37,0,0,0,0,28.744856,-81.339577
869166,FL,SEMINOLE COUNTY,0,1838052,0,1838052,1838052,1381274.02,0,0,0,0,28.78425,-81.38283
738831,FL,SEMINOLE COUNTY,0,1860043.5,0,1860043.5,1860043.5,1570546.33,0,0,0,0,28.78425,-81.38283
379851,FL,SEMINOLE COUNTY,0,34384.5,0,34384.5,34384.5,52418.9,0,0,0,0,28.78425,-81.38283
773046,FL,SEMINOLE COUNTY,0,51273,0,51273,51273,40943.23,0,0,0,0,28.78425,-81.38283
602622,FL,SEMINOLE COUNTY,0,1226664,0,1226664,1226664,1725272.25,0,0,0,0,28.755934,-81.322121
766456,FL,SEMINOLE COUNTY,0,807246,0,807246,807246,668399.69,0,0,0,0,28.755934,-81.322121
867603,FL,SEMINOLE COUNTY,0,686110.5,0,686110.5,686110.5,1052493.51,0,0,0,0,28.755934,-81.322121
903517,FL,SEMINOLE COUNTY,0,486000,0,486000,486000,649218.24,0,9720,0,0,28.755934,-81.322121
171418,FL,SEMINOLE COUNTY,0,3301326,0,3301326,3301326,3566594.15,0,0,0,0,28.73868,-81.33636
735593,FL,SEMINOLE COUNTY,0,172368,0,172368,172368,188193.11,0,0,0,0,28.73868,-81.33636
722410,FL,SEMINOLE COUNTY,0,200412,0,200412,200412,315746.3,0,0,0,0,28.73868,-81.33636
430574,FL,SEMINOLE COUNTY,0,36081,0,36081,36081,58091.28,0,0,0,0,28.73868,-81.33636
671413,FL,SEMINOLE COUNTY,0,234630,0,234630,234630,350619.34,0,4692.6,0,0,28.73868,-81.33636
369778,FL,SEMINOLE COUNTY,0,485496,0,485496,485496,787231.76,0,0,0,0,28.73868,-81.33636
112916,FL,SEMINOLE COUNTY,0,4788477,0,4788477,4788477,6318261.32,0,0,0,0,28.78525,-81.385048
733872,FL,SEMINOLE COUNTY,0,4721656.5,0,4721656.5,4721656.5,6352988.82,0,0,0,0,28.78525,-81.385048
777592,FL,SEMINOLE COUNTY,0,4643815.5,0,4643815.5,4643815.5,5440694.24,0,0,0,0,28.78525,-81.385048
290038,FL,SEMINOLE COUNTY,0,3363345,0,3363345,3363345,4135569.01,0,67266.9,0,0,28.78525,-81.385048
931452,FL,SEMINOLE COUNTY,0,57380.4,0,57380.4,57380.4,84263.69,0,0,0,0,28.760677,-81.347
330372,FL,SEMINOLE COUNTY,0,8364023.09,0,0,8364023.09,7464188.03,0,0,0,0,28.75321,-81.35612
918425,FL,SEMINOLE COUNTY,994266,994266,994266,994266,994266,775527.48,0,49713.3,0,0,28.75678,-81.34917
977290,FL,SEMINOLE COUNTY,0,13500000,0,0,13500000,19980000,0,0,0,0,28.72918,-81.3095
290135,FL,SEMINOLE COUNTY,0,261171.37,0,0,261171.37,340922.66,0,0,0,0,28.72918,-81.3095
699220,FL,SEMINOLE COUNTY,0,2847364.71,0,0,2847364.71,2189919.59,0,0,0,0,28.72269,-81.30646
597312,FL,SEMINOLE COUNTY,0,21214.99,0,0,21214.99,19128.45,0,0,0,0,28.721596,-81.332092
884309,FL,SEMINOLE COUNTY,0,85223.99,0,0,85223.99,128132.56,0,0,0,0,28.72918,-81.3095
688276,FL,SEMINOLE COUNTY,0,129357.23,0,0,129357.23,180951.62,0,0,0,0,28.72269,-81.30646
656647,FL,SEMINOLE COUNTY,0,231750,0,231750,231750,318893.56,0,0,0,0,28.69789,-81.32847
405268,FL,SEMINOLE COUNTY,0,3285986.3,0,0,3285986.3,4409070.7,0,0,0,0,28.68401,-81.3419
751181,FL,SEMINOLE COUNTY,1057500,1057500,1057500,1057500,1057500,1618479.43,0,0,0,0,28.691969,-81.386124
544232,FL,SEMINOLE COUNTY,0,395754.48,0,0,395754.48,478455.29,0,0,0,0,28.728724,-81.319328
419259,FL,SEMINOLE COUNTY,0,80445.42,0,0,80445.42,89471.56,0,0,0,0,28.728724,-81.319328
577072,FL,SEMINOLE COUNTY,0,193253.94,0,0,193253.94,283608.66,0,0,0,0,28.728724,-81.319328
192115,FL,SEMINOLE COUNTY,0,1575000,0,1575000,1575000,1340047.8,0,0,0,0,28.72269,-81.30646
429476,FL,SEMINOLE COUNTY,0,2497715.93,0,0,2497715.93,3083492.76,0,0,0,0,28.688915,-81.329384
406536,FL,SEMINOLE COUNTY,427701.6,427701.6,0,0,427701.6,643728.55,0,0,0,0,28.68962,-81.34857
501643,FL,SEMINOLE COUNTY,415276.2,415276.2,0,0,415276.2,483655.58,0,0,0,0,28.704,-81.3539
274706,FL,SEMINOLE COUNTY,750348,750348,0,0,750348,975354.85,0,0,0,0,28.733803,-81.334297
363474,FL,SEMINOLE COUNTY,351000,351000,351000,351000,351000,440994.29,0,17550,0,0,28.69632,-81.35248
125893,FL,SEMINOLE COUNTY,1069200,1069200,1069200,1069200,1069200,1200623.93,0,53460,0,0,28.704,-81.3539
754844,FL,SEMINOLE COUNTY,0,2073797.24,0,0,2073797.24,2629284.57,0,0,0,0,28.697765,-81.327278
308454,FL,SEMINOLE COUNTY,503919,503919,503919,503919,503919,361420.79,0,0,0,0,28.68324,-81.35933
635841,FL,SEMINOLE COUNTY,0,999559.8,0,999559.8,999559.8,1500539.17,0,0,0,0,28.721821,-81.305557
266635,FL,SEMINOLE COUNTY,0,907483.5,0,907483.5,907483.5,1270709.22,0,0,0,0,28.70341,-81.33101
594311,FL,SEMINOLE COUNTY,0,48600,0,48600,48600,46840.29,0,972,0,0,28.70341,-81.33101
857709,FL,SEMINOLE COUNTY,0,1238206.5,0,1238206.5,1238206.5,1225824.44,0,0,0,0,28.70341,-81.33101
118424,FL,SEMINOLE COUNTY,0,1093500,0,1093500,1093500,1361866.77,0,21870,0,0,28.70341,-81.33101
230678,FL,SEMINOLE COUNTY,0,974187,0,974187,974187,824941.55,0,0,0,0,28.70341,-81.33101
334410,FL,SEMINOLE COUNTY,0,1335406.5,0,1335406.5,1335406.5,1278504.83,0,0,0,0,28.70341,-81.33101
449697,FL,SEMINOLE COUNTY,0,256608,0,256608,256608,233412.18,0,0,0,0,28.70341,-81.33101
548135,FL,SEMINOLE COUNTY,0,57519,0,57519,57519,87336.85,0,0,0,0,28.686983,-81.345863
732503,FL,SEMINOLE COUNTY,0,2158362,0,2158362,2158362,2602419.08,0,0,0,0,28.686983,-81.345863
796310,FL,SEMINOLE COUNTY,0,7088463,0,7088463,7088463,6228632.44,0,0,0,0,28.686983,-81.345863
481639,FL,SEMINOLE COUNTY,0,5815710,0,5815710,5815710,9540000,0,116314.2,0,0,28.686983,-81.345863
294460,FL,SEMINOLE COUNTY,0,6223545,0,6223545,6223545,9000000,0,124470.9,0,0,28.686983,-81.345863
268508,FL,SEMINOLE COUNTY,0,1030275,0,1030275,1030275,1733952.83,0,20605.5,0,0,28.686983,-81.345863
235188,FL,SEMINOLE COUNTY,0,266760,0,266760,266760,339478.78,0,5335.2,0,0,28.686983,-81.345863
132256,FL,SEMINOLE COUNTY,0,145179,0,145179,145179,124835.36,0,0,0,0,28.686983,-81.345863
170337,FL,SEMINOLE COUNTY,0,82080,0,82080,82080,139459.99,0,1641.6,0,0,28.686983,-81.345863
257109,FL,SEMINOLE COUNTY,0,29070,0,29070,29070,45628.27,0,581.4,0,0,28.686983,-81.345863
478228,FL,SEMINOLE COUNTY,0,49248,0,49248,49248,42874.32,0,0,0,0,28.686983,-81.345863
811528,FL,SEMINOLE COUNTY,0,24624,0,24624,24624,17308.21,0,0,0,0,28.686983,-81.345863
595311,FL,SEMINOLE COUNTY,0,171000,0,171000,171000,158916.11,0,3420,0,0,28.686983,-81.345863
701945,FL,SEMINOLE COUNTY,0,16416,0,16416,16416,27622.55,0,0,0,0,28.686983,-81.345863
411000,FL,SEMINOLE COUNTY,0,8208,0,8208,8208,7571.78,0,0,0,0,28.686983,-81.345863
348601,FL,SEMINOLE COUNTY,0,50589,0,50589,50589,83193.61,0,0,0,0,28.686983,-81.345863
247765,FL,SEMINOLE COUNTY,0,303534,0,303534,303534,436342.27,0,0,0,0,28.686983,-81.345863
407743,FL,SEMINOLE COUNTY,0,18180000,0,18180000,18180000,15030000,0,0,0,0,28.70336,-81.370796
354029,FL,SEMINOLE COUNTY,0,179397,0,179397,179397,274038.25,0,0,0,0,28.70336,-81.370796
636750,FL,SEMINOLE COUNTY,0,1549854,0,1549854,1549854,1626416.79,0,0,0,0,28.71393,-81.37155
510237,FL,SEMINOLE COUNTY,0,1071751.5,0,1071751.5,1071751.5,1429705.78,0,0,0,0,28.71393,-81.37155
376459,FL,SEMINOLE COUNTY,0,4181208.93,0,0,4181208.93,3990880.3,0,0,0,0,28.694878,-81.327255
923186,FL,SEMINOLE COUNTY,0,0,0,574200,574200,575911.12,0,0,0,900,28.70085,-81.346474
738548,FL,SEMINOLE COUNTY,0,469800,0,469800,469800,628868.64,0,14094,0,0,28.710905,-81.325737
984464,FL,ORANGE COUNTY,15390000,15390000,15390000,15390000,15390000,20610000,0,0,0,0,28.63483,-81.38944
973699,FL,SEMINOLE COUNTY,0,6891.37,0,0,6891.37,5404.53,0,0,0,0,28.643181,-81.382095
257114,FL,SEMINOLE COUNTY,0,22577.42,0,0,22577.42,28916.03,0,0,0,0,28.643181,-81.382095
433703,FL,ORANGE COUNTY,947327.4,947327.4,947327.4,947327.4,947327.4,1467732.23,0,0,0,0,28.627481,-81.366028
229226,FL,ORANGE COUNTY,0,29160000,0,29160000,29160000,23760000,0,0,0,0,28.63057,-81.40071
896669,FL,ORANGE COUNTY,0,11790000,0,11790000,11790000,17730000,0,0,0,0,28.63057,-81.40071
755666,FL,ORANGE COUNTY,2499675.3,2499675.3,2499675.3,2499675.3,2499675.3,3633515.52,0,0,0,0,28.636003,-81.388016
620235,FL,ORANGE COUNTY,82395,82395,82395,82395,82395,80686.46,0,0,0,0,28.63083,-81.36485
940773,FL,ORANGE COUNTY,3348599.4,3348599.4,3348599.4,3348599.4,3348599.4,4877435.94,0,0,0,0,28.637098,-81.39563
171169,FL,ORANGE COUNTY,27900,27900,27900,27900,27900,26589.82,0,0,0,0,28.637098,-81.39563
849978,FL,ORANGE COUNTY,44100000,44100000,44100000,44100000,44100000,58230000,0,2203335,0,0,28.62971,-81.40057
152292,FL,ORANGE COUNTY,5339700,5339700,5339700,5339700,5339700,7341233.15,0,266985,0,0,28.629887,-81.393021
